State,Quarter,Text
Illinois,Q2,"In the year since Roe was struck down, clinic owners have scrambled to adjust to the new legal landscape around abortion. Here’s what happened to them, and their communities. In the year since Roe was struck down, clinic owners have scrambled to adjust to the new legal landscape around abortion. Here’s what happened to them, and their communities."
Illinois,Q2,"Brandon Johnson, a progressive Democrat, prevailed over his more moderate challenger after holding the position that officials must take a fundamentally different approach to public safety. CHICAGO — The mayoral victory on Tuesday of Brandon Johnson, a once little-known progressive and former teacher, over a more moderate veteran of this city’s burly political realm injected confidence in the Democratic Party’s most liberal wing — and may have pointed a way forward for the party on the fraught issue of crime."
Illinois,Q2,"New York City’s pioneering, focused approach sets rules on how companies use the technology in work force decisions. European lawmakers are finishing work on an A.I. act. The Biden administration and leaders in Congress have their plans for reining in artificial intelligence. Sam Altman, the chief executive of OpenAI, maker of the A.I. sensation ChatGPT, recommended the creation of a federal agency with oversight and licensing authority in Senate testimony last week. And the topic came up at the Group of 7 summit in Japan."
Illinois,Q2,"Federal officials are investigating the railroad’s safety practices and culture after the derailment in East Palestine, Ohio, and worker deaths. Norfolk Southern once had so few accidents and injuries that it won the rail industry’s prestigious E.H. Harriman safety award for 23 years in a row until it was retired in 2012. But in the last decade, the company has gone from an industry leader to a laggard."
Illinois,Q2,"A product of a Wisconsin lake region, he was the first sailor to win both Olympic gold and sailing’s top prize, the America’s Cup. And his colleagues revered him. Buddy Melges, a Wisconsin native who became the first sailor to win both an Olympic gold medal and the sport’s top prize, the America’s Cup, died on Thursday at his home in Fontana, Wis., on the western shore of Geneva Lake. He was 93."
Illinois,Q2,"Investigators released a trove of documents about the derailment of a Norfolk Southern freight train in Ohio, the subject of a two-day hearing that began Thursday. The National Transportation Safety Board released thousands of pages of documents on Thursday about the derailment of a Norfolk Southern freight train in East Palestine, Ohio, providing the fullest account yet of what had led to the accident."
Illinois,Q2,"A federal judge in Washington State issued a ruling ordering the Food and Drug Administration to make no changes to the availability of the abortion pill mifepristone on Friday, directly contradicting another judge’s ruling in a legal standoff likely to escalate to the Supreme Court. A federal judge in Washington State issued a ruling ordering the Food and Drug Administration to make no changes to the availability of the abortion pill mifepristone on Friday, directly contradicting another judge’s ruling in a legal standoff likely to escalate to the Supreme Court."
Illinois,Q2,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Illinois,Q2,"The final vote on Thursday night came after leaders put down a revolt by some senators who raised concerns that the debt-limit package would under-fund the Pentagon. After weeks of political impasse, tense negotiations and mounting economic anxiety, the Senate gave final approval on Thursday night to bipartisan legislation suspending the debt limit and imposing new spending caps, sending it to President Biden and ending the possibility of a calamitous government default."
Illinois,Q2,"A tentative agreement between the school district and the educators’ union includes several provisions meant to improve the lives of students and their families. Thousands of Oakland students will return to school today, after about 3,000 striking public school educators reached a tentative deal with district officials to raise salaries for teachers and take some unconventional steps to improve students’ lives, including creating a Black reparations task force and using district property to help homeless students."
